title,author,avg_rating,rating_count,num_pages,genres,pub_year,url,log_rating_count,log_num_pages,log_pub_age,genres_txt
The Secret Life of Bees,Sue Monk Kidd,4.1,1329985,302.0,"Fiction, Historical Fiction, Book Club",2001.0,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,14.100678973826746,5.713732805509369,3.2188758248682006,Fiction  Historical Fiction  Book Club
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.92,1325964,352.0,"Fantasy, Young Adult, Fiction",2011.0,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,14.097651054206132,5.8664680569332965,2.70805020110221,Fantasy  Young Adult  Fiction
Heir of Fire,Sarah J. Maas,4.45,1324461,576.0,"Young Adult, Fantasy, Romance",2014.0,https://www.goodreads.com/book/show/76706470-heir-of-fire,14.096516897210968,6.3578422665081,2.4849066497880004,Young Adult  Fantasy  Romance
Night,Elie Wiesel,4.38,1319685,120.0,"Nonfiction, Classics, History",1956.0,https://www.goodreads.com/book/show/1617.Night,14.092904387477029,4.795790545596741,4.248495242049359,Nonfiction  Classics  History
Steve Jobs,Walter Isaacson,4.15,1317880,630.0,"Biography, Nonfiction, Business",2011.0,https://www.goodreads.com/book/show/11084145-steve-jobs,14.091535701652724,6.447305862541213,2.70805020110221,Biography  Nonfiction  Business
Holes,Louis Sachar,4.01,1312812,272.0,"Young Adult, Fiction, Middle Grade",1998.0,https://www.goodreads.com/book/show/38709.Holes,14.087682721207464,5.60947179518496,3.332204510175204,Young Adult  Fiction  Middle Grade
The Adventures of Huckleberry Finn,Mark Twain,3.83,1309198,327.0,"Fiction, Classics, Historical Fiction",1884.0,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,14.084926057783633,5.793013608384144,4.955827057601261,Fiction  Classics  Historical Fiction
The Glass Castle,Jeannette Walls,4.32,1307932,288.0,"Nonfiction, Memoir, Book Club",2005.0,https://www.goodreads.com/book/show/7445.The_Glass_Castle,14.083958586445736,5.666426688112432,3.044522437723423,Nonfiction  Memoir  Book Club
I'm Glad My Mom Died,Jennette McCurdy,4.45,1300935,320.0,"Nonfiction, Memoir, Audiobook",2022.0,https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died,14.078594563356114,5.771441123130016,1.3862943611198906,Nonfiction  Memoir  Audiobook
The Metamorphosis,Franz Kafka,3.89,1300261,201.0,"Classics, Fiction, Fantasy",1915.0,https://www.goodreads.com/book/show/485894.The_Metamorphosis,14.078076340587156,5.308267697401205,4.709530201312334,Classics  Fiction  Fantasy
The Sea of Monsters,Rick Riordan,4.24,1297126,279.0,"Fantasy, Young Adult, Mythology",2006.0,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,14.075662376777837,5.634789603169249,2.995732273553991,Fantasy  Young Adult  Mythology
The Stranger,Albert Camus,4.03,1277897,123.0,"Literature, French Literature, School",1942.0,https://www.goodreads.com/book/show/49552.The_Stranger,14.060727098527881,4.820281565605037,4.430816798843313,Literature  French Literature  School
My Sister’s Keeper,Jodi Picoult,4.11,1257693,423.0,"Fiction, Book Club, Chick Lit",2004.0,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,14.044790443410843,6.049733455231958,3.091042453358316,Fiction  Book Club  Chick Lit
November 9,Colleen Hoover,4.11,1256879,310.0,"Contemporary, New Adult, Fiction",2015.0,https://www.goodreads.com/book/show/25111004-november-9,14.04414301762148,5.739792912179234,2.3978952727983707,Contemporary  New Adult  Fiction
Sense and Sensibility,Jane Austen,4.09,1252507,409.0,"Classics, Fiction, Romance",1811.0,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,14.040658499146307,6.016157159698354,5.3706380281276624,Classics  Fiction  Romance
A Wrinkle in Time,Madeleine L'Engle,3.98,1251954,218.0,"Fantasy, Fiction, Classics",1962.0,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,14.040216887504222,5.389071729816501,4.1588830833596715,Fantasy  Fiction  Classics
Gone with the Wind,Margaret Mitchell,4.31,1251743,1037.0,"Classics, Historical Fiction, Fiction",1936.0,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,14.040048336891308,6.945051063725834,4.499809670330265,Classics  Historical Fiction  Fiction
Ready Player One,Ernest Cline,4.23,1251649,480.0,"Science Fiction, Fiction, Young Adult",2011.0,https://www.goodreads.com/book/show/9969571-ready-player-one,14.039973238844382,6.175867270105761,2.70805020110221,Science Fiction  Fiction  Young Adult
The Secret Garden,Frances Hodgson Burnett,4.16,1246906,331.0,"Fiction, Classics, Childrens",1911.0,https://www.goodreads.com/book/show/2998.The_Secret_Garden,14.036176642891448,5.805134968916488,4.74493212836325,Fiction  Classics  Childrens
The Old Man and the Sea,Ernest Hemingway,3.81,1245924,96.0,"Classics, Fiction, Literature",1952.0,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,14.035388783901515,4.574710978503383,4.30406509320417,Classics  Fiction  Literature
We Were Liars,E. Lockhart,3.66,1244931,242.0,"Young Adult, Mystery, Fiction",2014.0,https://www.goodreads.com/book/show/16143347-we-were-liars,14.034591467915407,5.493061443340548,2.4849066497880004,Young Adult  Mystery  Fiction
Circe,Madeline Miller,4.23,1236694,393.0,"Fantasy, Fiction, Mythology",2018.0,https://www.goodreads.com/book/show/35959740-circe,14.027953056704266,5.976350909297934,2.0794415416798357,Fantasy  Fiction  Mythology
Eleanor & Park,Rainbow Rowell,3.93,1229765,328.0,"Young Adult, Romance, Fiction",2012.0,https://www.goodreads.com/book/show/15745753-eleanor-park,14.022334465347495,5.796057750765372,2.6390573296152584,Young Adult  Romance  Fiction
The Martian,Andy Weir,4.42,1217252,384.0,"Science Fiction, Fiction, Audiobook",2011.0,https://www.goodreads.com/book/show/18007564-the-martian,14.012107238613691,5.953243334287785,2.70805020110221,Science Fiction  Fiction  Audiobook
It,Stephen King,4.24,1211100,1184.0,"Horror, Fiction, Thriller",1986.0,https://www.goodreads.com/book/show/830502.It,14.007040421204449,7.077498053569231,3.6888794541139363,Horror  Fiction  Thriller
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,4.13,1201464,401.0,"Fiction, Book Club, Contemporary",2022.0,https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,13.999052203480517,5.996452088619021,1.3862943611198906,Fiction  Book Club  Contemporary
The Giving Tree,Shel Silverstein,4.38,1197357,64.0,"Childrens, Classics, Fiction",1964.0,https://www.goodreads.com/book/show/370493.The_Giving_Tree,13.995628020860217,4.174387269895637,4.127134385045092,Childrens  Classics  Fiction
Malibu Rising,Taylor Jenkins Reid,4.03,1193294,369.0,"Fiction, Historical Fiction, Contemporary",2021.0,https://www.goodreads.com/book/show/55404546-malibu-rising,13.992228946287794,5.91350300563827,1.6094379124341003,Fiction  Historical Fiction  Contemporary
The Housemaid's Secret,Freida McFadden,4.21,1192223,318.0,"Thriller, Mystery, Fiction",2023.0,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,13.99133102841587,5.765191102784844,1.0986122886681098,Thriller  Mystery  Fiction
Queen of Shadows,Sarah J. Maas,4.62,1185946,648.0,"Young Adult, Romance, Fiction",2015.0,https://www.goodreads.com/book/show/76707900-queen-of-shadows,13.986052169514286,6.47543271670409,2.3978952727983707,Young Adult  Romance  Fiction
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.34,1175202,512.0,"Nonfiction, History, Science",2011.0,https://www.goodreads.com/book/show/23692271-sapiens,13.976951456595524,6.240275845170769,2.70805020110221,Nonfiction  History  Science
The Battle of the Labyrinth,Rick Riordan,4.42,1172676,361.0,"Fantasy, Young Adult, Mythology",2008.0,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,13.974799727397608,5.8916442118257715,2.8903717578961645,Fantasy  Young Adult  Mythology
The Titan’s Curse,Rick Riordan,4.37,1161229,352.0,"Fantasy, Young Adult, Mythology",2007.0,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,13.964990346141635,5.8664680569332965,2.9444389791664403,Fantasy  Young Adult  Mythology
Sharp Objects,Gillian Flynn,4.01,1159110,254.0,"Mystery, Thriller, Fiction",2006.0,https://www.goodreads.com/book/show/18045891-sharp-objects,13.963163889953451,5.541263545158426,2.995732273553991,Mystery  Thriller  Fiction
Wonder,R.J. Palacio,4.36,1157589,315.0,"Fiction, Young Adult, Middle Grade",2012.0,https://www.goodreads.com/book/show/11387515-wonder,13.961850815699556,5.755742213586912,2.6390573296152584,Fiction  Young Adult  Middle Grade
"Red, White & Royal Blue",Casey McQuiston,4.06,1154585,448.0,"Romance, LGBT, Contemporary",2019.0,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,13.959252396124059,6.1070228877422545,1.9459101490553132,Romance  LGBT  Contemporary
Into the Wild,Jon Krakauer,4.02,1153217,207.0,"Nonfiction, Biography, Adventure",1996.0,https://www.goodreads.com/book/show/1845.Into_the_Wild,13.958066853365464,5.337538079701318,3.4011973816621555,Nonfiction  Biography  Adventure
Becoming,Michelle Obama,4.44,1144695,426.0,"Nonfiction, Memoir, Biography",2018.0,https://www.goodreads.com/book/show/38746485-becoming,13.950649657535127,6.056784013228625,2.0794415416798357,Nonfiction  Memoir  Biography
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.33,1143118,319.0,"Nonfiction, Self Help, Psychology",2018.0,https://www.goodreads.com/book/show/40121378-atomic-habits,13.949271049343674,5.768320995793772,2.0794415416798357,Nonfiction  Self Help  Psychology
A Man Called Ove,Fredrik Backman,4.38,1142666,337.0,"Fiction, Book Club, Contemporary",2012.0,https://www.goodreads.com/book/show/18774964-a-man-called-ove,13.948875561746942,5.823045895483019,2.6390573296152584,Fiction  Book Club  Contemporary
Icebreaker,Hannah Grace,3.77,1139553,447.0,"Sports Romance, Sports, Contemporary",2022.0,https://www.goodreads.com/book/show/61767292-icebreaker,13.946147515750836,6.104793232414985,1.3862943611198906,Sports Romance  Sports  Contemporary
Never Lie,Freida McFadden,4.09,1133100,286.0,"Thriller, Mystery, Audiobook",2022.0,https://www.goodreads.com/book/show/62080187-never-lie,13.940468679902908,5.659482215759621,1.3862943611198906,Thriller  Mystery  Audiobook
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,4.19,1131327,210.0,"Nonfiction, Memoir, Biography",1997.0,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,13.938902721895555,5.351858133476067,3.367295829986474,Nonfiction  Memoir  Biography
Outlander,Diana Gabaldon,4.26,1122110,850.0,"Historical Fiction, Romance, Fantasy",1991.0,https://www.goodreads.com/book/show/10964.Outlander,13.930722290652765,6.7464121285733745,3.5553480614894135,Historical Fiction  Romance  Fantasy
The Bell Jar,Sylvia Plath,4.06,1117889,294.0,"Classics, Fiction, Feminism",1963.0,https://www.goodreads.com/book/show/6514.The_Bell_Jar,13.926953537874459,5.68697535633982,4.143134726391533,Classics  Fiction  Feminism
Red Queen,Victoria Aveyard,3.99,1115696,388.0,"Young Adult, Dystopia, Romance",2015.0,https://www.goodreads.com/book/show/22328546-red-queen,13.924989879682792,5.963579343618446,2.3978952727983707,Young Adult  Dystopia  Romance
Allegiant,Veronica Roth,3.6,1111809,531.0,"Young Adult, Dystopia, Fiction",2013.0,https://www.goodreads.com/book/show/18710190-allegiant,13.921499875884514,6.2766434893416445,2.5649493574615367,Young Adult  Dystopia  Fiction
Shatter Me,Tahereh Mafi,3.84,1106295,338.0,"Dystopia, Young Adult, Fiction",2011.0,https://www.goodreads.com/book/show/10429045-shatter-me,13.916528056360676,5.82600010738045,2.70805020110221,Dystopia  Young Adult  Fiction
The Last Olympian,Rick Riordan,4.55,1099273,381.0,"Fantasy, Young Adult, Mythology",2009.0,https://www.goodreads.com/book/show/4556058-the-last-olympian,13.91016051987272,5.945420608606575,2.833213344056216,Fantasy  Young Adult  Mythology
Harry Potter and the Cursed Child: Parts One and Two,J.K. Rowling,3.48,1097833,343.0,"Fantasy, Fiction, Young Adult",2016.0,https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,13.908849705651308,5.840641657373398,2.302585092994046,Fantasy  Fiction  Young Adult
The Tattooist of Auschwitz,Heather Morris,4.31,1096576,272.0,"Historical Fiction, Fiction, Historical",2018.0,https://www.goodreads.com/book/show/38359036-the-tattooist-of-auschwitz,13.907704067812743,5.60947179518496,2.0794415416798357,Historical Fiction  Fiction  Historical
How to Win Friends & Influence People,Dale Carnegie,4.22,1093099,288.0,"Self Help, Nonfiction, Business",1936.0,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,13.904528254281926,5.666426688112432,4.499809670330265,Self Help  Nonfiction  Business
Six of Crows,Leigh Bardugo,4.47,1078851,480.0,"Fantasy, Young Adult, Fiction",2015.0,https://www.goodreads.com/book/show/23437156-six-of-crows,13.891408070791647,6.175867270105761,2.3978952727983707,Fantasy  Young Adult  Fiction
The Last Thing He Told Me,Laura Dave,3.83,1077187,307.0,"Mystery, Fiction, Thriller",2021.0,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me,13.889864499864958,5.730099782973574,1.6094379124341003,Mystery  Fiction  Thriller
Big Little Lies,Liane Moriarty,4.31,1074423,460.0,"Fiction, Mystery, Book Club",2014.0,https://www.goodreads.com/book/show/33516773-big-little-lies,13.887295261990818,6.133398042996649,2.4849066497880004,Fiction  Mystery  Book Club
The Two Towers,J.R.R. Tolkien,4.5,1065877,447.0,"Fantasy, Fiction, Adventure",1954.0,https://www.goodreads.com/book/show/222910.The_Two_Towers,13.879309430629343,6.104793232414985,4.276666119016055,Fantasy  Fiction  Adventure
Anne of Green Gables,L.M. Montgomery,4.32,1063809,320.0,"Classics, Fiction, Young Adult",1908.0,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,13.87736736150938,5.771441123130016,4.770684624465665,Classics  Fiction  Young Adult
The Night Circus,Erin Morgenstern,4.01,1054116,506.0,"Fantasy, Fiction, Romance",2011.0,https://www.goodreads.com/book/show/9361589-the-night-circus,13.868214007615368,6.2285110035911835,2.70805020110221,Fantasy  Fiction  Romance
One Hundred Years of Solitude,Gabriel García Márquez,4.12,1053596,417.0,"Fiction, Magical Realism, Fantasy",1967.0,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,13.867720582026745,6.035481432524756,4.07753744390572,Fiction  Magical Realism  Fantasy
Matilda,Roald Dahl,4.33,1050634,240.0,"Fiction, Childrens, Classics",1988.0,https://www.goodreads.com/book/show/39988.Matilda,13.864905301243681,5.484796933490655,3.6375861597263857,Fiction  Childrens  Classics
Shadow and Bone,Leigh Bardugo,3.92,1044393,358.0,"Fantasy, Young Adult, Romance",2012.0,https://www.goodreads.com/book/show/10194157-shadow-and-bone,13.858947370865293,5.883322388488279,2.6390573296152584,Fantasy  Young Adult  Romance
The Name of the Wind,Patrick Rothfuss,4.52,1037691,662.0,"Fantasy, Fiction, Epic Fantasy",2007.0,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,13.85250957420642,6.4967749901858625,2.9444389791664403,Fantasy  Fiction  Epic Fantasy
Where the Wild Things Are,Maurice Sendak,4.25,1037489,38.0,"Picture Books, Childrens, Fiction",1963.0,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,13.852314892486323,3.6635616461296463,4.143134726391533,Picture Books  Childrens  Fiction
Bossypants,Tina Fey,3.96,1036212,283.0,"Nonfiction, Memoir, Biography",2011.0,https://www.goodreads.com/book/show/9418327-bossypants,13.851083279124698,5.648974238161206,2.70805020110221,Nonfiction  Memoir  Biography
The Host,Stephenie Meyer,3.86,1035479,619.0,"Fantasy, Young Adult, Science Fiction",2008.0,https://www.goodreads.com/book/show/1656001.The_Host,13.850375645290354,6.429719478039138,2.8903717578961645,Fantasy  Young Adult  Science Fiction
Empire of Storms,Sarah J. Maas,4.63,1029217,693.0,"Young Adult, Romance, Romantasy",2016.0,https://www.goodreads.com/book/show/76713323-empire-of-storms,13.844309848548876,6.542471960506805,2.302585092994046,Young Adult  Romance  Romantasy
The Great Alone,Kristin Hannah,4.45,1022198,435.0,"Fiction, Historical Fiction, Book Club",2018.0,https://www.goodreads.com/book/show/34912895-the-great-alone,13.837466747033702,6.077642243349034,2.0794415416798357,Fiction  Historical Fiction  Book Club
Jurassic Park,Michael Crichton,4.12,1016619,450.0,"Science Fiction, Fiction, Thriller",1990.0,https://www.goodreads.com/book/show/40604658-jurassic-park,13.831993957222627,6.111467339502679,3.58351893845611,Science Fiction  Fiction  Thriller
Hamlet,William Shakespeare,4.02,1010111,289.0,"Plays, Fiction, School",1601.0,https://www.goodreads.com/book/show/1420.Hamlet,13.825571773758588,5.66988092298052,6.052089168924417,Plays  Fiction  School
Bridget Jones’s Diary,Helen Fielding,3.81,1008144,288.0,"Fiction, Chick Lit, Romance",1996.0,https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,13.823622566474496,5.666426688112432,3.4011973816621555,Fiction  Chick Lit  Romance
Thirteen Reasons Why,Jay Asher,3.84,1007974,352.0,"Young Adult, Fiction, Contemporary",2007.0,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,13.823453925718585,5.8664680569332965,2.9444389791664403,Young Adult  Fiction  Contemporary
Crime and Punishment,Fyodor Dostoevsky,4.28,1002819,671.0,"Fiction, Russia, Russian Literature",1866.0,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,13.818326589223755,6.51025834052315,5.075173815233827,Fiction  Russia  Russian Literature
To All the Boys I've Loved Before,Jenny Han,4.04,999346,355.0,"Romance, Contemporary, Young Adult",2014.0,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,13.814857344666914,5.87493073085203,2.4849066497880004,Romance  Contemporary  Young Adult
