title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
When Breath Becomes Air,Paul Kalanithi,4.41,750991,208.0,"Nonfiction, Memoir, Biography",2016.0,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air
Five Feet Apart,Rachael Lippincott,4.18,247263,288.0,"Romance, Young Adult, Contemporary",2018.0,https://www.goodreads.com/book/show/39939417-five-feet-apart
The False Prince,Jennifer A. Nielsen,4.24,104753,342.0,"Fantasy, Young Adult, Middle Grade",2012.0,https://www.goodreads.com/book/show/12432220-the-false-prince
The Throne of Fire,Rick Riordan,4.19,221764,452.0,"Fantasy, Mythology, Young Adult",2011.0,https://www.goodreads.com/book/show/9067850-the-throne-of-fire
The Day of the Triffids,John Wyndham,4.01,113732,228.0,"Science Fiction, Fiction, Horror",1951.0,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids
The Crying of Lot 49,Thomas Pynchon,3.69,92443,152.0,"Fiction, Classics, Literature",1966.0,https://www.goodreads.com/book/show/2794.The_Crying_of_Lot_49
Fall of Giants,Ken Follett,4.32,338031,985.0,"Historical Fiction, Fiction, Historical",2010.0,https://www.goodreads.com/book/show/7315573-fall-of-giants
The Indigo Spell,Richelle Mead,4.36,105691,401.0,"Young Adult, Fantasy, Vampires",2013.0,https://www.goodreads.com/book/show/8709526-the-indigo-spell
The V Girl: A Coming of Age Story,Mya Robarts,3.97,16648,340.0,"Romance, Coming Of Age, Young Adult",2015.0,https://www.goodreads.com/book/show/25437891-the-v-girl
Cackle,Rachel Harrison,3.72,41525,319.0,"Horror, Fantasy, Witches",2021.0,https://www.goodreads.com/book/show/61058915-cackle
The Dead Zone,Stephen King,3.97,236970,402.0,"Horror, Fiction, Thriller",1979.0,https://www.goodreads.com/book/show/11573.The_Dead_Zone
Evernight,Claudia Gray,3.65,81895,327.0,"Young Adult, Vampires, Fantasy",2008.0,https://www.goodreads.com/book/show/2722413-evernight
The Ball at Versailles,Danielle Steel,4.04,12232,320.0,"Romance, Historical Fiction, Fiction",2023.0,https://www.goodreads.com/book/show/123004948-the-ball-at-versailles
The Color of Water: A Black Man's Tribute to His White Mother,James McBride,4.15,130463,291.0,"Nonfiction, Memoir, Biography",1995.0,https://www.goodreads.com/book/show/29209.The_Color_of_Water
His Forefathers and Mick,Michael G. Kramer,4.38,2484,336.0,"Book Club, Drama, Novels",,https://www.goodreads.com/book/show/211398166-his-forefathers-and-mick
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,4.2,95587,52.0,"Picture Books, Childrens, Humor",1992.0,https://www.goodreads.com/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales
Solaris,Stanisław Lem,3.99,121404,204.0,"Science Fiction, Fiction, Classics",1961.0,https://www.goodreads.com/book/show/95558.Solaris
Nightshade,Andrea Cremer,4.01,84185,452.0,"Young Adult, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/7402393-nightshade
The Kitchen God's Wife,Amy Tan,4.04,86547,416.0,"Fiction, Historical Fiction, China",1991.0,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife
A River Runs Through It and Other Stories,Norman Maclean,4.19,29176,217.0,"Fiction, Short Stories, Classics",1976.0,https://www.goodreads.com/book/show/30043.A_River_Runs_Through_It_and_Other_Stories
This Is How You Lose the Time War,Amal El-Mohtar,3.86,292559,209.0,"Science Fiction, Romance, Fiction",2019.0,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war
Boy of Chaotic Making,Charlie N. Holmberg,4.29,11481,299.0,"Fantasy, Fiction, Romance",2024.0,https://www.goodreads.com/book/show/125373512-boy-of-chaotic-making
The Satsuma Complex,Bob Mortimer,3.68,54684,301.0,"Fiction, Mystery, Audiobook",2022.0,https://www.goodreads.com/book/show/61401116-the-satsuma-complex
The Black Bird Oracle,Deborah Harkness,4.07,31243,444.0,"Fantasy, Fiction, Witches",2024.0,https://www.goodreads.com/book/show/203518955-the-black-bird-oracle
The Accidental Further Adventures of the Hundred-Year-Old Man,Jonas Jonasson,3.73,19828,448.0,"Fiction, Humor, Contemporary",2018.0,https://www.goodreads.com/book/show/38750904-the-accidental-further-adventures-of-the-hundred-year-old-man
The Spy Who Came In from the Cold,John Le Carré,4.09,120046,212.0,"Fiction, Thriller, Mystery",1963.0,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
Cry Wolf,Patricia Briggs,4.12,107252,320.0,"Urban Fantasy, Fantasy, Paranormal",2008.0,https://www.goodreads.com/book/show/2355575.Cry_Wolf
"Go, Dog. Go!",P.D. Eastman,4.15,94437,64.0,"Childrens, Picture Books, Fiction",1961.0,https://www.goodreads.com/book/show/460548.Go_Dog_Go_
Chronicle of a Death Foretold,Gabriel García Márquez,3.97,218927,120.0,"Fiction, Classics, Magical Realism",1981.0,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold
Reminders of Him,Colleen Hoover,4.35,1460655,335.0,"Fiction, Contemporary, Contemporary Romance",2022.0,https://www.goodreads.com/book/show/58341222-reminders-of-him
Piranesi,Susanna Clarke,4.22,380491,272.0,"Fantasy, Fiction, Mystery",2020.0,https://www.goodreads.com/book/show/50202953-piranesi
Lunar Park,Bret Easton Ellis,3.65,30081,404.0,"Fiction, Horror, Thriller",2005.0,https://www.goodreads.com/book/show/4031.Lunar_Park
"Girl, Interrupted",Susanna Kaysen,3.94,265505,169.0,"Nonfiction, Memoir, Mental Health",1993.0,https://www.goodreads.com/book/show/68783.Girl_Interrupted
Rivers of London,Ben Aaronovitch,3.85,141643,392.0,"Fantasy, Urban Fantasy, Mystery",2011.0,https://www.goodreads.com/book/show/9317452-rivers-of-london
Memnoch the Devil,Anne Rice,3.76,85100,354.0,"Horror, Fantasy, Vampires",1995.0,https://www.goodreads.com/book/show/31338.Memnoch_the_Devil
Out of My Mind,Sharon M. Draper,4.35,180199,295.0,"Realistic Fiction, Young Adult, Middle Grade",2010.0,https://www.goodreads.com/book/show/6609765-out-of-my-mind
Practical Magic,Alice Hoffman,3.72,152844,286.0,"Fantasy, Fiction, Magical Realism",1995.0,https://www.goodreads.com/book/show/22896.Practical_Magic
Dogs vs Bears,Austin Davis,4.31,7462,52.0,"Novels, Fiction, Adventure",,https://www.goodreads.com/book/show/197525278-dogs-vs-bears
Awakened,P.C. Cast,4.01,143083,290.0,"Young Adult, Vampires, Fantasy",2011.0,https://www.goodreads.com/book/show/8652190-awakened
Brave New World and Brave New World Revisited,Aldous Huxley,4.16,169993,340.0,"Fiction, Science Fiction, Dystopia",1958.0,https://www.goodreads.com/book/show/5479.Brave_New_World_and_Brave_New_World_Revisited
Going Postal,Terry Pratchett,4.41,131413,394.0,"Fantasy, Fiction, Humor",2004.0,https://www.goodreads.com/book/show/64222.Going_Postal
For One More Day,Mitch Albom,4.13,155809,208.0,"Fiction, Inspirational, Contemporary",2006.0,https://www.goodreads.com/book/show/10929.For_One_More_Day
Till We Have Faces,C.S. Lewis,4.2,76158,313.0,"Fiction, Fantasy, Classics",1956.0,https://www.goodreads.com/book/show/17343.Till_We_Have_Faces
The Angel's Game,Carlos Ruiz Zafón,4.01,175933,531.0,"Fiction, Historical Fiction, Mystery",2008.0,https://www.goodreads.com/book/show/4912857-the-angel-s-game
Angel of Vengeance,Douglas Preston,4.3,10326,352.0,"Thriller, Mystery, Fiction",2024.0,https://www.goodreads.com/book/show/201627017-angel-of-vengeance
Rules of Attraction,Simone Elkeles,4.17,89117,336.0,"Romance, Young Adult, Contemporary",2010.0,https://www.goodreads.com/book/show/7137775-rules-of-attraction
To Live and Die in Fantasyland,Ben Peller,4.38,106,320.0,"Fantasy, Inspirational",2013.0,https://www.goodreads.com/book/show/17889664-to-live-and-die-in-fantasyland
Across the Universe,Beth Revis,3.77,118946,399.0,"Young Adult, Science Fiction, Dystopia",2011.0,https://www.goodreads.com/book/show/8235178-across-the-universe
A Town Like Alice,Nevil Shute,4.15,60285,359.0,"Fiction, Historical Fiction, Classics",1950.0,https://www.goodreads.com/book/show/107301.A_Town_Like_Alice
"Life, the Universe and Everything",Douglas Adams,4.17,244152,224.0,"Science Fiction, Fiction, Humor",1982.0,https://www.goodreads.com/book/show/8694.Life_the_Universe_and_Everything
Morsels,Abe Moss,3.7,3532,305.0,"Horror, Thriller, Paranormal",2024.0,https://www.goodreads.com/book/show/213066340-morsels
The Butcher of the Forest,Premee Mohamed,3.88,6265,160.0,"Fantasy, Horror, Novella",2024.0,https://www.goodreads.com/book/show/127281143-the-butcher-of-the-forest
The Forty Rules of Love,Elif Shafak,4.12,193142,354.0,"Fiction, Historical Fiction, Novels",2009.0,https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love
Someone Else's Bucket List,Amy T. Matthews,4.0,10928,400.0,"Fiction, Romance, Book Club",2023.0,https://www.goodreads.com/book/show/62593654-someone-else-s-bucket-list
On Dublin Street,Samantha Young,4.15,202863,372.0,"Romance, Contemporary, Contemporary Romance",2012.0,https://www.goodreads.com/book/show/15760001-on-dublin-street
Spark of the Everflame,Penn Cole,4.19,177760,438.0,"Fantasy, Romantasy, Romance",2023.0,https://www.goodreads.com/book/show/123471760-spark-of-the-everflame
The Turn of the Screw,Henry James,3.38,170191,121.0,"Classics, Horror, Fiction",1898.0,https://www.goodreads.com/book/show/12948.The_Turn_of_the_Screw
School's Out—Forever,James Patterson,4.14,123691,409.0,"Young Adult, Fantasy, Science Fiction",2006.0,https://www.goodreads.com/book/show/13139.School_s_Out_Forever
Half-Blood,Jennifer L. Armentrout,4.07,116337,281.0,"Fantasy, Young Adult, Paranormal",2011.0,https://www.goodreads.com/book/show/9680718-half-blood
The Red and the Black,Stendhal,3.86,80346,577.0,"Fiction, France, French Literature",1830.0,https://www.goodreads.com/book/show/14662.The_Red_and_the_Black
Twenty Love Poems and a Song of Despair,Pablo Neruda,4.2,78609,60.0,"Poetry, Classics, Romance",1924.0,https://www.goodreads.com/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair
The Watchers,A.M. Shine,3.89,32310,310.0,"Horror, Fantasy, Fiction",2021.0,https://www.goodreads.com/book/show/58321103-the-watchers
A Scanner Darkly,Philip K. Dick,4.03,107260,324.0,"Science Fiction, Fiction, Dystopia",1977.0,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly
Saving the World and Other Extreme Sports,James Patterson,4.14,96514,405.0,"Young Adult, Fantasy, Science Fiction",2007.0,https://www.goodreads.com/book/show/33676.Saving_the_World_and_Other_Extreme_Sports
The Valley of Horses,Jean M. Auel,4.04,93808,564.0,"Historical Fiction, Fiction, Fantasy",1982.0,https://www.goodreads.com/book/show/40493.The_Valley_of_Horses
Tales of H.P. Lovecraft,H.P. Lovecraft,4.23,9464,352.0,"Horror, Fiction, Short Stories",1935.0,https://www.goodreads.com/book/show/36314.Tales_of_H_P_Lovecraft
Les Fleurs du Mal,Charles Baudelaire,4.2,76664,365.0,"France, Poetry, French Literature",1857.0,https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal
Kindred,Octavia E. Butler,4.31,251155,288.0,"Historical Fiction, Fiction, Science Fiction",1979.0,https://www.goodreads.com/book/show/60931.Kindred
Just Once,Karen Kingsbury,4.41,8246,336.0,"Historical Fiction, Romance, Fiction",2023.0,https://www.goodreads.com/book/show/58438444-just-once
I'm Glad My Mom Died,Jennette McCurdy,4.45,1300935,320.0,"Nonfiction, Memoir, Audiobook",2022.0,https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died
Naked in Death,J.D. Robb,4.13,200276,306.0,"Mystery, Romance, Crime",1995.0,https://www.goodreads.com/book/show/479309.Naked_in_Death
Anne of the Island,L.M. Montgomery,4.28,186224,243.0,"Classics, Fiction, Young Adult",1915.0,https://www.goodreads.com/book/show/77392.Anne_of_the_Island
The Reappearance of Rachel Price,Holly Jackson,4.09,160032,438.0,"Mystery, Thriller, Young Adult",2024.0,https://www.goodreads.com/book/show/182484360-the-reappearance-of-rachel-price
Echo Road,Kendra Elliot,4.54,16058,332.0,"Mystery, Thriller, Fiction",2024.0,https://www.goodreads.com/book/show/201788158-echo-road
Needful Things,Stephen King,3.98,267590,790.0,"Horror, Fiction, Thriller",1991.0,https://www.goodreads.com/book/show/107291.Needful_Things
The Mayor of Maxwell Street,Avery Cunningham,3.54,7424,528.0,"Historical Fiction, Fiction, Romance",2024.0,https://www.goodreads.com/book/show/133206574-the-mayor-of-maxwell-street
The Twisted Ones,T. Kingfisher,3.64,40009,385.0,"Horror, Fantasy, Fiction",2019.0,https://www.goodreads.com/book/show/42527596-the-twisted-ones
Dangerous Play,Elise Hart Kipness,4.27,2476,282.0,"Fiction, Thriller, Mystery",2024.0,https://www.goodreads.com/book/show/198327636-dangerous-play
Galatea,Madeline Miller,3.93,111870,27.0,"Mythology, Fantasy, Short Stories",2013.0,https://www.goodreads.com/book/show/18162954-galatea
The Tenant of Wildfell Hall,Anne Brontë,4.02,124500,576.0,"Classics, Fiction, Romance",1848.0,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall
Lust for Life,Irving Stone,4.27,30620,431.0,"Historical Fiction, Art, Fiction",1934.0,https://www.goodreads.com/book/show/79834.Lust_for_Life
Tropic of Cancer,Henry Miller,3.66,75889,318.0,"Fiction, Classics, Literature",1934.0,https://www.goodreads.com/book/show/249.Tropic_of_Cancer
An American Beauty,Shana Abe,4.14,21911,352.0,"Historical Fiction, Fiction, Book Club",2023.0,https://www.goodreads.com/book/show/61341955-an-american-beauty
Station Eleven,Emily St. John Mandel,4.07,577447,333.0,"Fiction, Science Fiction, Dystopia",2014.0,https://www.goodreads.com/book/show/20170404-station-eleven
A Lady's Guide to Fortune-Hunting,Sophie Irwin,3.92,45462,325.0,"Romance, Historical Fiction, Historical Romance",2022.0,https://www.goodreads.com/book/show/59656358-a-lady-s-guide-to-fortune-hunting
Empire Falls,Richard Russo,3.94,124281,483.0,"Fiction, Book Club, Contemporary",2001.0,https://www.goodreads.com/book/show/187020.Empire_Falls
Blue Moon,Alyson Noel,3.61,98976,284.0,"Young Adult, Fantasy, Paranormal",2009.0,https://www.goodreads.com/book/show/6134826-blue-moon
Hart's Ridge,Kay Bratt,4.37,11586,320.0,"Mystery, Fiction, Crime",2022.0,https://www.goodreads.com/book/show/62711955-hart-s-ridge
The Reaping,Jess Lourey,4.12,9485,326.0,"Thriller, Mystery, Mystery Thriller",2024.0,https://www.goodreads.com/book/show/198712881-the-reaping
The Way of Shadows,Brent Weeks,4.15,173789,645.0,"Fantasy, Fiction, Epic Fantasy",2008.0,https://www.goodreads.com/book/show/3227063-the-way-of-shadows
Bloodfever,Karen Marie Moning,4.25,112255,303.0,"Fantasy, Urban Fantasy, Paranormal",2007.0,https://www.goodreads.com/book/show/344262.Bloodfever
Milk and honey,Rupi Kaur,3.97,765602,204.0,"Nonfiction, Feminism, Poetry",2014.0,https://www.goodreads.com/book/show/23513349-milk-and-honey
Every Heart a Doorway,Seanan McGuire,3.81,119421,176.0,"Fantasy, Young Adult, Fiction",2016.0,https://www.goodreads.com/book/show/25526296-every-heart-a-doorway
The Iron Daughter,Julie Kagawa,4.07,129224,359.0,"Fantasy, Young Adult, Romance",2010.0,https://www.goodreads.com/book/show/7747064-the-iron-daughter
Stripped Bare,Shannon Baker,4.04,7386,289.0,"Mystery, Thriller, Fiction",2016.0,https://www.goodreads.com/book/show/56198498-stripped-bare
Mere Christianity,C.S. Lewis,4.36,442880,98.0,"Christian, Nonfiction, Religion",1952.0,https://www.goodreads.com/book/show/40792344-mere-christianity
The Last Wish,Andrzej Sapkowski,4.14,391574,400.0,"Fantasy, Fiction, Short Stories",1993.0,https://www.goodreads.com/book/show/40603587-the-last-wish
Scavenger Hunt,Chad Boudreaux,4.29,7203,296.0,"Mystery, Thriller, Drama",,https://www.goodreads.com/book/show/61846256-scavenger-hunt
The Spanish Love Deception,Elena Armas,3.81,766894,487.0,"Enemies To Lovers, Fake Dating, Contemporary",2021.0,https://www.goodreads.com/book/show/54189398-the-spanish-love-deception
City of Thieves,David Benioff,4.3,159940,258.0,"Historical Fiction, Fiction, Book Club",2008.0,https://www.goodreads.com/book/show/1971304.City_of_Thieves
Fall on Your Knees,Ann-Marie MacDonald,3.97,67372,672.0,"Fiction, Historical Fiction, Canada",1996.0,https://www.goodreads.com/book/show/5174.Fall_on_Your_Knees
Dark Horizon the Witching Hour,I.T. Lucas,4.49,2524,450.0,"Fiction, Science Fiction Fantasy, High Fantasy",,https://www.goodreads.com/book/show/209365797-dark-horizon-the-witching-hour
This Present Darkness,Frank E. Peretti,4.24,112055,376.0,"Christian Fiction, Fiction, Christian",1986.0,https://www.goodreads.com/book/show/17309.This_Present_Darkness
Throne of Glass,Sarah J. Maas,4.18,2081381,406.0,"Young Adult, Romance, Fiction",2012.0,https://www.goodreads.com/book/show/76703559-throne-of-glass
The Dream Thieves,Maggie Stiefvater,4.22,213487,439.0,"Fantasy, Young Adult, Paranormal",2013.0,https://www.goodreads.com/book/show/17347389-the-dream-thieves
The Dragon Reborn,Robert Jordan,4.28,311198,624.0,"Fantasy, Fiction, Epic Fantasy",1991.0,https://www.goodreads.com/book/show/34897.The_Dragon_Reborn
The Death of Ivan Ilych,Leo Tolstoy,4.13,197090,86.0,"Classics, Fiction, Russia",1886.0,https://www.goodreads.com/book/show/18386.The_Death_of_Ivan_Ilych
The MacKinnon's Bride,Tanya Anne Crosby,3.99,13709,356.0,"Romance, Historical Romance, Historical",1996.0,https://www.goodreads.com/book/show/44443614-the-mackinnon-s-bride
The Rescue,Nicholas Sparks,4.13,209666,339.0,"Romance, Fiction, Chick Lit",2000.0,https://www.goodreads.com/book/show/3462.The_Rescue
The Tin Drum,Günter Grass,3.95,45615,580.0,"Fiction, Classics, German Literature",1959.0,https://www.goodreads.com/book/show/35743.The_Tin_Drum
The Tale of Genji,Murasaki Shikibu,3.72,14305,1182.0,"Classics, Fiction, Japan",1000.0,https://www.goodreads.com/book/show/7042.The_Tale_of_Genji
Switched,Amanda Hocking,3.87,101952,216.0,"Fantasy, Young Adult, Paranormal",2010.0,https://www.goodreads.com/book/show/12180581-switched
One More Life to Live,Steven Decker,4.38,1618,346.0,"Book Club, Novels, Contemporary",2024.0,https://www.goodreads.com/book/show/215515923-one-more-life-to-live
Quo Vadis,Henryk Sienkiewicz,4.01,40468,589.0,"Classics, Historical Fiction, Fiction",1896.0,https://www.goodreads.com/book/show/538845.Quo_Vadis
The Raven and Other Poems,Edgar Allan Poe,4.3,46232,73.0,"Poetry, Classics, Horror",1845.0,https://www.goodreads.com/book/show/269322.The_Raven_and_Other_Poems
A Dirty Job,Christopher Moore,4.03,121942,387.0,"Humor, Fiction, Fantasy",2006.0,https://www.goodreads.com/book/show/33456.A_Dirty_Job
Elantris,Brandon Sanderson,4.17,319754,638.0,"Fantasy, Fiction, Audiobook",2005.0,https://www.goodreads.com/book/show/68427.Elantris
Listen for the Lie,Amy Tintera,4.09,342393,352.0,"Mystery, Thriller, Audiobook",2024.0,https://www.goodreads.com/book/show/127279000-listen-for-the-lie
